access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,federal_agency,ev_network_ids
public,24 hours daily,,,2024-05-03,,ELEC,Public,318019,,2023-11-10,,,E,,GMG DCFC AF 10050#3,888-758-4389,2024-05-03T02:01:13Z,GPS,43.252129,-73.669606,Fort Edwards,US,,,NY,1401 Saratoga Rd,12831,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL14225051'], 'posts': ['23715561']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,318020,,2023-11-10,,,E,,GMG DCFC AF 10050#4,888-758-4389,2024-05-03T02:01:13Z,GPS,43.25219,-73.669646,Fort Edwards,US,,,NY,1401 Saratoga Rd,12831,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL14225111'], 'posts': ['23715621']}"
public,Contact site for information,,A ANDROID_PAY APPLE_PAY CREDIT D M,2023-12-13,,ELEC,Public,319376,LD,2023-07-27,P,False,E,HOSPITAL,Highland Animal Hospital,315-591-2911,2024-01-31T22:07:01Z,GPS,43.28,-76.14,Central Square,US,,,NY,14 Gertrude Dr,13036,,,,,,,,,,,,['J1772'],,,2.0,AMPUP,https://ampup.io/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
private,Contact site for information,,A ANDROID_PAY APPLE_PAY CREDIT D M,2023-12-13,,ELEC,Private,319451,LD,2023-10-10,P,,E,,100 Sunnyside Blvd,,2024-01-31T22:07:01Z,GPS,40.8,-73.48,Woodbury,US,,,NY,100 Sunnyside Blvd Ext,11797,,,,,,,,,,,,['J1772'],,,2.0,AMPUP,https://ampup.io/,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,
private,Contact site for information,,A ANDROID_PAY APPLE_PAY CREDIT D M,2023-12-13,,ELEC,Private,319457,LD,2023-09-29,P,,E,HOTEL,The Birches Motel,,2024-01-31T22:07:01Z,GPS,43.13,-73.77,Gansevoort,US,,,NY,660 Saratoga Rd,12831,,,,,,,,,,,,['J1772'],,,1.0,AMPUP,https://ampup.io/,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,
private,Contact site for information,,A ANDROID_PAY APPLE_PAY CREDIT D M,2023-12-13,,ELEC,Private,319469,LD,2023-09-25,P,,E,,MOTIF,,2024-01-31T22:07:01Z,GPS,40.91,-73.78,New Rochelle,US,,,NY,10 Commerce Dr,10801,,,,,,,,,,,,['J1772'],,,2.0,AMPUP,https://ampup.io/,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,
private,Contact site for information,,A ANDROID_PAY APPLE_PAY CREDIT D M,2023-12-13,,ELEC,Private,319478,LD,2023-09-12,P,,E,PARKING_GARAGE,King's County Parking,,2024-01-31T22:07:01Z,GPS,40.66,-73.94,Brooklyn,US,,,NY,518 Clarkson Ave,11203,,,,,,,,,,,,['J1772'],,,1.0,AMPUP,https://ampup.io/,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,
private,Contact site for information,,A ANDROID_PAY APPLE_PAY CREDIT D M,2023-12-13,,ELEC,Private,319480,LD,2023-09-11,P,,E,OFFICE_BLDG,Chobani,,2024-01-31T22:07:01Z,200-8,42.68536,-75.32356,New Berlin,US,,,NY,669 County Rd 25,13411,,,,,,,,,,,,['J1772'],,,2.0,AMPUP,https://ampup.io/,,,,False,,,,,,,,,,,,,,,,,,,,,Privé,,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,319705,,2023-11-14,,,E,,UNION STREET USB CHARGER 1,888-758-4389,2024-05-03T02:01:49Z,GPS,42.246392,-73.783719,Hudson,US,,,NY,716 Union St,12534,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL14282641'], 'posts': ['23781241', '23781251']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,319716,,2023-11-14,,,E,,MONROE COUNTY HIGHLAND N1,888-758-4389,2024-05-03T02:02:03Z,GPS,43.130964,-77.608429,Rochester,US,,,NY,171 Reservoir Ave Monroe County Parks Office,14620,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL14302401'], 'posts': ['23803681', '23803691']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,319717,,2023-11-14,,,E,,MONROE COUNTY HIGHLAND S1,888-758-4389,2024-05-03T02:02:03Z,GPS,43.130883,-77.608427,Rochester,US,,,NY,171 Reservoir Ave Monroe County Parks Office,14620,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL14302421'], 'posts': ['23803711', '23803721']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,319909,,2023-11-16,,,E,,HOMEWOODSUITES HWS1,888-758-4389,2024-05-03T02:02:10Z,GPS,40.749033,-73.619126,Carle Place,US,,,NY,40 Westbury Ave,11514,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL14312361'], 'posts': ['23816091', '23816101']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,319910,,2023-11-16,,,E,,HOMEWOODSUITES HWS2,888-758-4389,2024-05-03T02:02:10Z,GPS,40.748985,-73.619094,Carle Place,US,,,NY,40 Westbury Ave,11514,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL14312391'], 'posts': ['23816131', '23816141']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,319925,,2023-11-16,,,E,,5901 Lac De Ville Blvd,866-816-7584,2024-05-03T02:48:53Z,GPS,43.112526,-77.594089,Rochester,US,,,NY,5901 Lac De Ville Blvd,14618,,,,,,,,,,,,['J1772'],,,5.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['1689ec08-607b-4e7c-bb4f-5ca9edd78f92'], 'posts': ['6516dfe513bd830382e4e109', '6516e0a113bd830382e4e114', '6516e0daefa33c6b20ff5416', '6516e42913bd830382e4e152', '65b8ffbe14886950e247debb']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,320273,,2023-11-18,,,E,,12105 Oswego St,866-816-7584,2024-05-03T02:48:49Z,GPS,43.221978,-76.810163,Wolcott,US,,,NY,12105 Oswego St,14590,,,,,,,,,,,,['J1772COMBO'],2.0,,,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['e740d373-9938-481f-b978-68a0eadab063'], 'posts': ['652d52def3628624afd7181e', '652d52def3628624afd7181f']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,320309,,2023-10-20,,,E,,Towne Chrysler Dodge Jeep,888-998-2546,2024-05-03T00:21:44Z,GPS,42.747088,-78.854571,Hamburg,US,,,NY,5130 Camp Road,14075,,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['8f3a6624-d11b-42b6-98ec-ca20b99e2fc0'], 'posts': ['a8eaf240-1252-4aee-ab6d-4c15c1d5801c']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,320365,,2023-11-21,,,E,,H2 BROOKHAVEN H21,888-758-4389,2024-05-03T02:02:10Z,GPS,40.84612,-72.900116,Yaphank,US,,,NY,101 Boulevard E,11980,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL14312241'], 'posts': ['23815931', '23815941']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,320366,,2023-11-21,,,E,,H2 BROOKHAVEN H22,888-758-4389,2024-05-03T02:02:10Z,GPS,40.846087,-72.90006,Yaphank,US,,,NY,101 Boulevard E,11980,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL14312311'], 'posts': ['23816021', '23816031']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,320464,,2023-11-22,,,E,,EVolve NY Kingston,833-632-2778,2024-05-03T02:31:37Z,GPS,41.93691,-74.02619,Kingston,US,,,NY,451 Washington Ave,12401,,,,,,,,,,,,['J1772COMBO'],4.0,,,Electrify America,https://www.electrifyamerica.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['140109'], 'posts': ['140109-01', '140109-02', '140109-03', '140109-04']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,320491,,2023-08-17,,,E,,6386 Transit Rd. Midtown,888-998-2546,2024-05-03T00:13:38Z,GPS,42.9325158406177,-78.69924631558523,Depew,US,,,NY,6386 Transit Road,14043,,,,,,,,,,,,['J1772'],,,4.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['9a003575-f7e4-4248-9538-b40e38a7e175'], 'posts': ['215f0c51-91ca-402c-9743-647514a77246', '29d2d0bc-0151-4bd2-9b99-e0c54cf409ac', '94f4a07c-5564-4d10-9e29-4f0066b0655c', 'f6d55082-a24c-4c55-8ed6-86553a795463']}"
public,Mon 7:00am - 7:00pm; Tue 7:00am - 7:00pm; Wed 7:00am - 7:00pm; Thu 7:00am - 7:00pm; Fri 7:00am - 7:00pm; Sat 7:00am - 3:00pm; Sun 12:00am - 12:00am,,,2024-05-03,,ELEC,Public,320493,,2023-11-22,,,E,,Ruge’s Ford,888-998-2546,2024-05-03T00:17:44Z,GPS,41.95955975789061,-73.8966424612279,Rhinebeck,US,,,NY,3667 New York 9G,12572,,,,,,,,,,,,"['J1772', 'J1772COMBO']",2.0,,5.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['89ad0952-5b3f-4a46-b4b4-67d9aa3d9a7c'], 'posts': ['07a1c314-fdf1-4b9d-9bab-f424ebf6317e', '09f81614-adab-4655-94dc-715fa78aaa57', '0afe9ffc-a1cb-4f86-a49b-91faede41be9', '37306ed9-0d8d-402d-91a5-b9afae5bc2ce', '3b1e0fa5-6f9e-4e6d-8d6d-863111652bfc', '59fc796c-3833-46ab-86d2-e4235c88c719', 'edc79080-a221-430a-a656-77f676395a1e']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,320514,,2023-11-23,,,E,,57ALEXANDER SPACE 443,888-758-4389,2024-05-03T02:01:14Z,GPS,40.938927,-73.901677,Yonkers,US,,,NY,57 Alexander Street,10701,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL14227341'], 'posts': ['23718071']}"
public,24 Hours Daily,,A ANDROID_PAY APPLE_PAY CREDIT D M V,2023-12-13,,ELEC,Public,320691,LD,2023-04-22,P,False,E,REST_STOP,Applegreen Electric - Iroquois Travel Plaza,888-557-7099,2024-05-01T19:48:55Z,GPS,43.016755,-74.802282,Little Falls,US,,,NY,2576 State Route 5S Mile Post 210W,13365,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",4.0,,,Non-Networked,,,$0.59 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 Hours Daily,,A ANDROID_PAY APPLE_PAY D Debit M V,2023-12-13,,ELEC,Public,320693,LD,2023-06-12,P,False,E,REST_STOP,Applegreen Electric - Junius Ponds Travel Plaza,888-557-7099,2024-05-01T19:48:55Z,GPS,42.9587887,-76.9174498,Phelps,US,,,NY,NY State Thruway,14532,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",4.0,,,Non-Networked,,,$0.59 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,320783,,2023-11-25,,,E,,Tetta's Market,888-998-2546,2024-05-03T00:04:56Z,GPS,41.892718,-74.287032,Olivebridge,US,,,NY,2082 County Road 3,12461,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['612e1443-b01d-408b-9312-5a4bc518cd09'], 'posts': ['b8ba7afa-5184-449c-8e48-b5fc47540aac', 'fea27084-ba00-4143-bf2e-1b1a7e9ccd2c']}"
public,24 hours daily,,A D M V,2024-02-12,,ELEC,Public,320967,HD,2023-10-01,P,False,E,HOTEL,Ravel Hotel,718-289-6101,2024-02-12T21:24:44Z,200-8,40.75402,-73.9493,Long Island City,US,,,NY,8-08 Queens Pl S,11101,,,,,,,,,,,,['J1772'],,,2.0,TURNONGREEN,https://turnongreen.com,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,321009,,2023-09-01,,,E,,Levittown Ford Service Department,888-998-2546,2024-05-03T00:07:30Z,GPS,40.7264208,-73.5179047,Levittown,US,,,NY,3195 Hempstead Turnpike,11756,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['21c5c3e4-7435-44eb-9f83-23c8e7594449'], 'posts': ['4a5ca9b1-ea4e-4f51-9495-b4b3d28d220b', 'bb3891fc-b160-4c51-8626-2c57c5a1e144']}"
public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-12-13,,ELEC,Public - Credit card at all times,321144,LD,2023-11-30,P,False,E,GROCERY,Schneider's Market - Tesla Supercharger,877-798-3752,2024-05-01T18:07:11Z,GPS,42.093309,-75.823411,Kirkwood,US,,,NY,869 US-11,13795,,,,,,,,,,,,"['J1772COMBO', 'TESLA']",12.0,,,Tesla,https://www.tesla.com/supercharger,,$0.38 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,
public,24 hours daily; for Tesla use only,CREDIT_CARD_ALWAYS,A D Debit M V,2023-12-13,,ELEC,Public - Credit card at all times,321151,LD,2023-11-30,P,False,E,SHOPPING_CENTER,Jericho Commons - Tesla Supercharger,877-798-3752,2024-01-31T22:07:01Z,GPS,40.789629,-73.536119,Jericho,US,,,NY,429 N Broadway,11753,,,,,,,,,,,,['TESLA'],12.0,,,Tesla,https://www.tesla.com/supercharger,,$0.42 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,
public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-12-13,,ELEC,Public - Credit card at all times,321155,LD,2023-11-30,P,False,E,PARKING_LOT,Starbucks - Tesla Supercharger,877-798-3752,2024-05-01T18:07:11Z,GPS,40.581652,-73.985056,Brooklyn,US,,,NY,3035 Cropsey Ave,11224,,,,,,,,,,,,"['J1772COMBO', 'TESLA']",12.0,,,Tesla,https://www.tesla.com/supercharger,,$0.42 per kWh,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,321230,,2023-12-01,,,E,,SURGERY PARKING 1(LEFT),888-758-4389,2024-05-03T02:02:45Z,GPS,43.795795,-75.500077,Lowville,US,,,NY,7785 N State St,13367,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL14361891'], 'posts': ['23872971', '23872981']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,321231,,2023-12-01,,,E,,SURGERY PARKING 2(RIGHT),888-758-4389,2024-05-03T02:02:45Z,GPS,43.796084,-75.50004,Lowville,US,,,NY,7785 N State St,13367,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL14361961'], 'posts': ['23873071', '23873081']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,321361,,2023-12-05,,,E,,WEST HERR AUTO WH SB L2-2,888-758-4389,2024-05-03T02:02:04Z,GPS,43.197606,-77.934911,Brockport,US,,,NY,6331 Brockport Spencerport Rd,14420,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL14303111'], 'posts': ['23804461']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,321388,,2023-12-05,,,E,,MARKSENG4303 MARKSENG4303,888-758-4389,2024-05-03T02:02:50Z,GPS,42.871111,-77.239647,Canandaigua,US,,,NY,4303 NY-5,14424,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15214131'], 'posts': ['24729431', '24729441']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,321515,,2023-12-06,,,E,,Water Treatment Plant,866-816-7584,2024-05-03T02:48:45Z,GPS,40.961817,-73.87197,Yonkers,US,,,NY,1070 NEPPERHAN AVE,10703,,,,,,,,,,,,['J1772'],,,6.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['b9d515e2-8ac5-4d2e-b7f4-0c900ec2ac85'], 'posts': ['6356a8981d72bf35eeee994d', '6356a8cf3ab4be1a00d3c541', '637e2e946159250da603bcbb', '637e2f456159250da603bcc7', '637e30d42a83e5549b6bfa48', '637e33805832f455de43c795']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322228,,2023-12-07,,,E,,CLARKSTOWN TOC 5 AND 6,888-758-4389,2024-05-03T02:02:57Z,GPS,41.147062,-73.987206,New City,US,,,NY,10 Maple Avenue,10956,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15223531'], 'posts': ['24741141', '24741151']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322229,,2023-12-07,,,E,,CLARKSTOWN TOC 7 AND 8,888-758-4389,2024-05-03T02:02:57Z,GPS,41.146537,-73.987714,New City,US,,,NY,10 Maple Avenue,10956,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15223561'], 'posts': ['24741181', '24741191']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322230,,2023-12-07,,,E,,CLARKSTOWN TOC 9 AND 10,888-758-4389,2024-05-03T02:02:57Z,GPS,41.146557,-73.987511,New City,US,,,NY,10 Maple Avenue,10956,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15223581'], 'posts': ['24741211', '24741221']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322231,,2023-12-07,,,E,,CLARKSTOWN TOC 11 AND 12,888-758-4389,2024-05-03T02:02:57Z,GPS,41.146975,-73.987266,New City,US,,,NY,10 Maple Avenue,10956,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15223631'], 'posts': ['24741261', '24741271']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322232,,2023-12-07,,,E,,CLARKSTOWN TOC 13 AND 14,888-758-4389,2024-05-03T02:02:58Z,GPS,41.14629,-73.987477,New City,US,,,NY,10 Maple Avenue,10956,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15223641'], 'posts': ['24741281', '24741291']}"
public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2024-01-09,,ELEC,Public - Credit card at all times,322287,LD,2023-12-07,P,False,E,HOTEL,Days Inn by Wyndham,949-945-2000,2024-01-31T22:07:01Z,GPS,41.7837706018576,-74.7294840372753,Liberty,US,,,NY,52 Sullivan Ave,12754,,,,,,,,,,,,['J1772'],,,6.0,EVGATEWAY,http://evgateway.com/,,$0.35 per kWh; $0.25 per session,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,322353,,2023-12-08,,,E,,Otto Cadillac,866-816-7584,2024-05-03T02:47:35Z,GPS,42.727952,-73.844098,Albany,US,,,NY,1769 Central Ave,12205,,,,,,,,,,,,['J1772COMBO'],1.0,,,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['c9b9aafe-79ee-4fa3-b56a-e4f9a29cb8b0'], 'posts': ['655cbe590d5ed1588308c256']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322453,,2023-12-09,,,E,,Main Parking Lot,866-816-7584,2024-05-03T02:48:55Z,GPS,44.294225,-73.983083,Lake Placid,US,,,NY,77 Mirror Lake Dr,12946,,,,,,,,,,,,['J1772'],,,12.0,EV Connect,http://evconnect.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['8965633d-d4f1-44b3-892f-cbc8a68ee4fb'], 'posts': ['654111e5052f4e5e6a1cdc64', '654112d15af6d03e6573b1a1', '6541136a5af6d03e6573b1b1', '654113a25af6d03e6573b1ba', '6541142a3f12f528a59666b8', '6541148cd89787458024f9c2', '654132413f12f528a59668f7', '6541330d052f4e5e6a1cdedc', '6541375cd89787458024fc35', '654137d65af6d03e6573b449', '6541385bd89787458024fc56', '6541390a5af6d03e6573b461']}"
public,24 hours daily,CREDIT_CARD_ALWAYS,A ANDROID_PAY APPLE_PAY CREDIT D Debit M V,2023-12-13,,ELEC,Public - Credit card at all times,322492,LD,2023-10-18,P,False,E,HOTEL,Cambria Hotel Lake Placid,518-523-8964,2024-02-14T18:10:25Z,200-8,44.29503,-73.99674,Lake Placid,US,,,NY,2127 Saranac Ave,12946,,,,,,,,,,,,['J1772'],,,8.0,AMPED_UP,https://www.ampedup.net,,$0.30 per kWh,NONE,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,
public,24 hours daily,,,2024-05-03,,ELEC,Public,322526,,2023-12-12,,,E,,DMI 1,888-758-4389,2024-05-03T02:02:49Z,GPS,42.221263,-74.120027,Tannersville,US,,,NY,790 Co Rt 25,12485,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL14368581'], 'posts': ['23880691', '23880701']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322573,,2023-12-13,,,E,,SHINEMAN SOUTH 6917848573,888-758-4389,2024-05-03T00:31:23Z,GPS,43.453653,-76.534762,Oswego,US,,,NY,Washington Blvd & Sheldon Ave,13126,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL118881'], 'posts': ['151457', '151459']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322655,,2023-12-14,,,E,,WEST HERR AUTO WH VB L2-1,888-758-4389,2024-05-03T01:57:46Z,GPS,42.939801,-78.687136,Bowmansville,US,,,NY,5255 Genesee St,14026,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL13984981'], 'posts': ['23441851', '23441861']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322656,,2023-12-14,,,E,,WEST HERR AUTO WH AB L2-1,888-758-4389,2024-05-03T01:57:50Z,GPS,42.939663,-78.696123,Bowmansville,US,,,NY,6501 Transit Rd,14026,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL13985841'], 'posts': ['23443011', '23443021']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322707,,2023-12-14,,,E,,PFIZER PR EV 11,888-758-4389,2024-05-03T02:03:14Z,GPS,41.07748,-74.016672,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15247741'], 'posts': ['24768551', '24768561']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322708,,2023-12-14,,,E,,PFIZER PR EV 12,888-758-4389,2024-05-03T02:03:14Z,GPS,41.077399,-74.016436,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15247781'], 'posts': ['24768601', '24768611']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322709,,2023-12-14,,,E,,PFIZER PR EV 14,888-758-4389,2024-05-03T02:03:15Z,GPS,41.077497,-74.016415,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15247811'], 'posts': ['24768641', '24768651']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,322710,,2023-12-14,,,E,,PFIZER PR EV 13,888-758-4389,2024-05-03T02:03:15Z,GPS,41.077529,-74.016543,Pearl River,US,,,NY,401 N Middletown Rd,10965,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL15247881'], 'posts': ['24768771', '24768781']}"
